Symbol,Company Name,Exchange,Industry,Market Cap
TSXV:CHIP.H,Health Logic Interactive Inc.,TSX Venture Exchange,Non-operating Establishments,
TSXV:HCO.P,Hansco Capital Corp.,TSX Venture Exchange,Shell Companies,535500
TSXV:SHLL.P,Shellron Capital Ltd.,TSX Venture Exchange,Shell Companies,555035
TSXV:PHA,Premier Health of America Inc.,TSX Venture Exchange,Medical Care Facilities,277571
TSXV:AAA.P,First Tidal Acquisition Corp.,TSX Venture Exchange,Shell Companies,560000
TSXV:COLL.P,Collingwood Resources Corp.,TSX Venture Exchange,Shell Companies,387201
TSXV:NIR.H,Noble Iron Inc.,TSX Venture Exchange,Prepackaged Software,
TSXV:OCAP.P,Ocean Shore Capital Corp.,TSX Venture Exchange,Shell Companies,376750
TSXV:ZENI.P,Zenith Capital Corporation,TSX Venture Exchange,Shell Companies,443425
TSXV:ADAD.P,Adagio 2 Capital Inc.,TSX Venture Exchange,Shell Companies,625000
TSXV:RUCC.P,Rupert's Crossing Capital Inc.,TSX Venture Exchange,Shell Companies,625000
TSXV:VDO.H,Nevado Resources Corporation,TSX Venture Exchange,Other Industrial Metals & Mining,244381
TSXV:SOLI.P,Solid Impact Investments Corp.,TSX Venture Exchange,Shell Companies,448000
TSXV:TIDE.P,Intertidal Capital Corp.,TSX Venture Exchange,Shell Companies,672000
TSXV:TEST.H,FluroTech Ltd.,TSX Venture Exchange,"Measuring and Controlling Devices, not elsewhere classified",
TSXV:DAQ.P,Dominus Acquisitions Corp.,TSX Venture Exchange,Shell Companies,418500
TSXV:ASTN.P,Auston Capital Corp.,TSX Venture Exchange,Shell Companies,279000
TSXV:MEED.P,Meed Growth Corp.,TSX Venture Exchange,Shell Companies,540000
TSXV:GRVA.P,Grosvenor CPC I Inc.,TSX Venture Exchange,Shell Companies,660660
TSXV:MVM.H,MillenMin Ventures Inc.,TSX Venture Exchange,"Unit Investment Trusts, Face-Amount Certificate Offices, and Closed-End Management Investment Offices",
TSXV:PCP.P,Pender Street Capital Corp.,TSX Venture Exchange,Shell Companies,600000
TSXV:BDGC.H,Boundary Gold and Copper Mining Ltd.,TSX Venture Exchange,Gold And Silver Ores,
TSXV:WR.H,Worldwide Resources Corp.,TSX Venture Exchange,Other Industrial Metals & Mining,233505
TSXV:MONY.P,Harmony Acquisitions Corp.,TSX Venture Exchange,Shell Companies,496104
TSXV:ALAB.P,A-Labs Capital II Corp.,TSX Venture Exchange,Shell Companies,349330
TSXV:ATR.P,Aster Acquisition Corp.,TSX Venture Exchange,Shell Companies,636500
TSXV:PTP.H,Petrichor Energy Inc.,TSX Venture Exchange,Oil & Gas Exploration & Production,176444
TSXV:BRCB.P,Brachium2 Capital Corp.,TSX Venture Exchange,Shell Companies,186331
TSXV:TRV.P,Treviso Capital Corp.,TSX Venture Exchange,Shell Companies,315000
TSXV:BLTC.P,Baltic I Acquisition Corp.,TSX Venture Exchange,Shell Companies,554089
TSXV:FINV.P,Faction Investment Group Corp.,TSX Venture Exchange,Shell Companies,693000
TSXV:GFOR.P,Good2Go4 Corp.,TSX Venture Exchange,Shell Companies,450000
TSXV:AROC.P,Argo Opportunity Corp.,TSX Venture Exchange,Shell Companies,311085
TSXV:FRAS.P,Fraser Big Sky Capital Corp.,TSX Venture Exchange,Shell Companies,
TSXV:MRKI.P,"Meraki Acquisition One, Inc.",TSX Venture Exchange,Shell Companies,352000
TSXV:RRM.H,Ross River Minerals Inc.,TSX Venture Exchange,Other Industrial Metals & Mining,344040
TSXV:JHC,Jinhua Capital Corporation,TSX Venture Exchange,Shell Companies,152598
TSXV:SPSA.P,SP Strategic Acquisition Corp.,TSX Venture Exchange,Shell Companies,303000
TSXV:ECAP.P,Endurance Capital Corp.,TSX Venture Exchange,Shell Companies,340000
TSXV:SHK.P,Sparrowhawk Opportunity Corp.,TSX Venture Exchange,"Unit Investment Trusts, Face-Amount Certificate Offices, and Closed-End Management Investment Offices",
TSXV:TLC.P,Timeless Capital Corp.,TSX Venture Exchange,Shell Companies,290250
TSXV:AAAJ.P,AAJ Capital 3 Corp.,TSX Venture Exchange,Shell Companies,290250
TSXV:CAPL.P,Caplink Ventures Inc.,TSX Venture Exchange,Shell Companies,526506
TSXV:LILL.P,Little Fish Acquisition I Corp.,TSX Venture Exchange,Shell Companies,257520
TSXV:VER.H,Verisante Technology Inc.,TSX Venture Exchange,Non-operating Establishments,
TSXV:PCAA.P,PC 1 Corp.,TSX Venture Exchange,Shell Companies,252500
TSXV:EVOC.P,Evocati Capital Resources Inc.,TSX Venture Exchange,Shell Companies,280000
TSXV:RRCC.P,Raging Rhino Capital Corp.,TSX Venture Exchange,Shell Companies,339510
TSXV:DAT.H,Datum Ventures Inc.,TSX Venture Exchange,"Unit Investment Trusts, Face-Amount Certificate Offices, and Closed-End Management Investment Offices",
TSXV:MFA.P,Mayfair Acquisition Corporation,TSX Venture Exchange,Shell Companies,244100
TSXV:SSSS.P,Shooting Star Acquisition Corp.,TSX Venture Exchange,Shell Companies,204300
TSXV:MAN.P,Mandala Capital Inc.,TSX Venture Exchange,Shell Companies,273300
TSXV:PLO.H,Paloma Resources Inc.,TSX Venture Exchange,Oil & Gas Exploration & Production,105183
TSXV:DRAX.P,Draxos Capital Corp.,TSX Venture Exchange,Shell Companies,226343
TSXV:MDK.P,MDK Acquisition Inc.,TSX Venture Exchange,Shell Companies,310500
TSXV:SAWC.P,Sayward Capital Corp.,TSX Venture Exchange,Shell Companies,160000
TSXV:MCT.P,M3 Capital Corp.,TSX Venture Exchange,Shell Companies,156202
TSXV:AXET.P,Axe2 Acquisitions Inc.,TSX Venture Exchange,Shell Companies,157729
TSXV:KALM.P,Kalma Capital Corp.,TSX Venture Exchange,Shell Companies,210006
TSXV:HRC.P,Hoshi Resource Corp.,TSX Venture Exchange,Shell Companies,198000
TSXV:AVII.P,Antera Ventures II Corp.,TSX Venture Exchange,Shell Companies,300000
TSXV:KUAI.P,Kua Investments Inc.,TSX Venture Exchange,Shell Companies,218750
TSXV:KPEN.P,KP3993 Resources Inc.,TSX Venture Exchange,"Unit Investment Trusts, Face-Amount Certificate Offices, and Closed-End Management Investment Offices",
TSXV:RAC.P,Riverwalk Acquisition Corp.,TSX Venture Exchange,Shell Companies,136000
TSXV:ALBT.P,Albatros Acquisition Corporation Inc.,TSX Venture Exchange,Shell Companies,101143
TSXV:ACAP.P,Atlas One Capital Corporation,TSX Venture Exchange,Shell Companies,106400
TSXV:CSTL.P,Castlecap Capital Inc.,TSX Venture Exchange,Shell Companies,100000
TSXV:HXC.H,HFX Holding Corp.,TSX Venture Exchange,Metal Mining,
TSXV:AMG.P,AMG Acquisition Corp.,TSX Venture Exchange,Shell Companies,78001
TSXV:RCR.P,Canna 8 Investment Trust,TSX Venture Exchange,Shell Companies,60600
TSXV:MPTH.H,Mapath Capital Corp.,TSX Venture Exchange,Non-operating Establishments,
TSXV:ICWY.P,ICWHY Capital Ventures Inc.,TSX Venture Exchange,Shell Companies,63000
TSXV:LNGE,LNG Energy Group Corp.,TSX Venture Exchange,Oil & Gas Exploration & Production,7787592
