Ticker,Company,Market Cap,Stock Price,Industry
MEM.AX,Memphasys Limited,14236150,0.005,Medical Devices
PGM.AX,Platina Resources Limited,14188460,0.022,Other Precious Metals & Mining
MGL.AX,Magontec Limited,14194026,0.245,Other Industrial Metals & Mining
AHN.AX,Athena Resources Limited,13595742,0.006,Other Industrial Metals & Mining
DKM.AX,Duketon Mining Limited,14094392,0.115,Other Industrial Metals & Mining
AU1.AX,The Agency Group Australia Limited,14066429,0.032,Real Estate Services
EXT.AX,Excite Technology Services Limited,13533782,0.006,Software - Infrastructure
TYX.AX,Tyranna Resources Limited,13994997,0.004,Gold
SUH.AX,Southern Hemisphere Mining Limited,13988561,0.019,Other Industrial Metals & Mining
MDR.AX,Media Corporation Australia Ltd,14003474,0.022,Health Information Services
FRE.AX,Firebrick Pharma Limited,11480480,0.048,Drug Manufacturers - General
REZ.AX,Resources & Energy Group Limited,11410655,0.015,Gold
NAG.AX,Nagambie Resources Limited,10948542,0.011,Gold
PGD.AX,Peregrine Gold Limited,11163425,0.14,Gold
OSL.AX,OncoSil Medical Limited,8451071,0.45,Medical Devices
RDN.AX,Raiden Resources Limited,13803566,0.004,Other Precious Metals & Mining
MAN.AX,Mandrake Resources Limited,13799718,0.022,Other Industrial Metals & Mining
HFR.AX,Highfield Resources Limited,13274157,0.028,Agricultural Inputs
MEG.AX,Megado Minerals Limited,13692977,0.019,Other Industrial Metals & Mining
NES.AX,Nelson Resources Limited,8278290,0.004,Gold
XPD.AX,Xpedra Resources Limited,10492853,0.02,Other Precious Metals & Mining
RIL.AX,Redivium Limited,13609440,0.004,Other Industrial Metals & Mining
CAZ.AX,Cazaly Resources Limited,10987736,0.023,Other Industrial Metals & Mining
MBK.AX,Metal Bank Limited,7959344,0.016,Gold
1MC.AX,Morella Corporation Limited,13457532,0.033,Other Industrial Metals & Mining
ADR.AX,Adherium Limited,3853700,0.002,Medical Devices
AM3.AX,Amara Minerals Limited,,0.005,Other
HTG.AX,Harvest Technology Group Limited,13265499,0.013,Software - Application
SMS.AX,Star Minerals Limited,11124532,0.053,Gold
SP8.AX,StreamPlay Studio Limited,13202107,0.01,Electronic Gaming & Multimedia
RAG.AX,Ragnar Metals Limited,12700714,0.026,Other Industrial Metals & Mining
NVQ.AX,NoviqTech Limited,10823730,0.038,Software - Application
1AE.AX,Aurora Energy Metals Limited,13071653,0.073,Uranium
AKO.AX,AKORA Resources Limited,13060480,0.075,Other Industrial Metals & Mining
EGY.AX,Energy Technologies Limited,9999051,0.02,Electrical Equipment & Parts
AD1.AX,AdNeo Limited,4346135,0.034,Information Technology Services
NYM.AX,Narryer Metals Limited,10915398,0.062,Other Industrial Metals & Mining
FCT.AX,FirstWave Cloud Technology Limited,9627236,0.006,Software - Infrastructure
1AD.AX,AdAlta Limited,3040370,0.005,Biotechnology
AHE.AX,Adheris Health Limited,12753537,0.02,Health Information Services
GLL.AX,Galilee Energy Limited,5743862,0.007,Oil & Gas Exploration & Production
AXL.AX,Axel REE Limited,12668723,0.072,Other Industrial Metals & Mining
SFX.AX,Sheffield Resources Limited,12656874,0.032,Other Industrial Metals & Mining
DWG.AX,DataWorks Group Limited,12624155,0.122,Software - Infrastructure
VR8.AX,Vanadium Resources Limited,11869617,0.019,Other Industrial Metals & Mining
CCM.AX,Cadoux Limited,12611198,0.034,Other Industrial Metals & Mining
CMG.AX,Critical Minerals Group Limited,10797634,0.12,Other Industrial Metals & Mining
CR1.AX,Constellation Resources Limited,12461140,0.155,Other Industrial Metals & Mining
BMM.AX,Bayan Mining and Minerals Limited,10115860,0.092,Other Industrial Metals & Mining
BMMO.AX,Bayan Mining and Minerals Limited,,0.049,Metal Mining
SER.AX,Strategic Energy Resources Limited,9203608,0.22,Other Industrial Metals & Mining
BIM.AX,Bindi Metals Limited,8682721,0.135,Other Precious Metals & Mining
JCS.AX,JCurve Solutions Limited,12332020,0.035,Software - Application
EM2.AX,Eagle Mountain Mining Limited,8902896,0.008,Other Industrial Metals & Mining
CLG.AX,Close the Loop Ltd,12273946,0.023,Waste Management
UNT.AX,Unith Ltd,10657920,0.007,Software - Application
NFM.AX,New Frontier Minerals Limited,10429778,0.006,Other Industrial Metals & Mining
AMU.AX,American Uranium Limited,10124035,0.094,Uranium
IND.AX,Industrial Minerals Ltd,12048375,0.15,Other Industrial Metals & Mining
E79.AX,E79 Gold Mines Limited,4844456,0.034,Gold
MRQ.AX,MRG Metals Ltd,11941600,0.004,Other Industrial Metals & Mining
PKO.AX,Peako Limited,11901936,0.008,Other Precious Metals & Mining
NWM.AX,Norwest Minerals Limited,11896598,0.011,Gold
PMM.AX,Pioneer Minerals Limited,12905912,0.17,Other Industrial Metals & Mining
1CG.AX,One Click Group Limited,11765610,0.009,Software - Application
NOV.AX,Novatti Group Limited,11763745,0.019,Software - Infrastructure
BNR.AX,Bulletin Resources Limited,11744533,0.04,Gold
CHR.AX,Charger Metals NL,7910829,0.088,Other Industrial Metals & Mining
CHRCB.AX,Charger Metals NL,,0.025,Metal Mining
MBG.AX,MB Gold Limited,12180000,0.2,Gold
XEN.AX,Xenitra Limited,11588576,0.003,Department Stores
DUN.AX,Dundas Minerals Limited,8444263,0.051,Other Precious Metals & Mining
49M.AX,49 Metals Limited,10690000,0.13,Gold
MNC.AX,Merino & Co. Limited,12197884,0.155,Apparel Manufacturing
PEC.AX,Perpetual Resources Limited,13843230,0.014,Other Industrial Metals & Mining
RCL.AX,ReadCloud Limited,11367862,0.074,Software - Application
ZMI.AX,Zinc of Ireland NL,11293304,0.017,Other Industrial Metals & Mining
FNX.AX,Finexia Financial Group Limited,11214714,0.18,Capital Markets
TSK.AX,Tusker Minerals Ltd,40200403,0.105,Other Industrial Metals & Mining
SVY.AX,Stavely Minerals Limited,8902223,0.013,Other Industrial Metals & Mining
NFL.AX,Norfolk Metals Limited,7230630,0.11,Other Precious Metals & Mining
OMX.AX,Orange Minerals NL,11018299,0.062,Other Precious Metals & Mining
AJL.AX,AJ Lucas Group Limited,11693702,0.008,Coking Coal
QEM.AX,QEM Limited,7963961,0.037,Oil & Gas Exploration & Production
TG1.AX,TechGen Metals Ltd,4738247,0.029,Other Precious Metals & Mining
GTE.AX,Great Western Exploration Limited,7550763,0.014,Other Industrial Metals & Mining
FFG.AX,Fatfish Group Limited,10875011,0.007,Capital Markets
KOB.AX,Koba Resources Limited,10855520,0.038,Other Precious Metals & Mining
MTL.AX,Mantle Minerals Limited,10849672,0.001,Other Industrial Metals & Mining
BPH.AX,BPH Energy Limited,10830791,0.008,Asset Management
IMC.AX,Immuron Limited,8508331,0.033,Biotechnology
CND.AX,Condor Energy Limited,9640420,0.015,Oil & Gas Exploration & Production
DTI.AX,DTI Group Limited,10746586,0.012,Security & Protection Services
R8R.AX,Regener8 Resources NL,6090375,0.15,Gold
GIB.AX,Gibb River Diamonds Limited,10725472,0.05,Other Precious Metals & Mining
FNR.AX,Far Northern Resources Limited,10719170,0.15,Gold
CMB.AX,Cambium Bio Limited,8957630,0.39,Biotechnology
IPC.AX,Imperial Pacific Limited,10873500,2,Asset Management
PIL.AX,Peppermint Innovation Limited,12890280,0.004,Software - Infrastructure
N1H.AX,N1 Holdings Limited,10566669,0.12,Mortgage Finance
IVG.AX,Invert Graphite Limited,10481880,0.025,Other Industrial Metals & Mining
RWD.AX,Reward Minerals Ltd,10168324,0.037,Other Industrial Metals & Mining
T92.AX,Terra Critical Minerals Limited,10385588,0.07,Uranium
TEE.AX,Top End Energy Limited,10348658,0.037,Oil & Gas Exploration & Production
SCP.AX,Scalare Partners Holdings Limited,7913908,0.072,Consulting Services
TZL.AX,TZ Limited,8316665,0.03,Security & Protection Services
AAJ.AX,Aruma Resources Limited,4737035,0.014,Gold
AAJOA.AX,Aruma Resources Limited,,0.007,Gold And Silver Ores
CF1.AX,Complii FinTech Solutions Ltd,10255556,0.017,Software - Application
STV.AX,Swift TV Ltd,10127916,0.009,Entertainment
UWC.AX,Underwood Capital Limited,10061016,0.049,Asset Management
PNM.AX,Pacific Nickel Mines Limited,10103835,0.024,Gold
CYB.AX,AUCyber Limited,10019886,0.048,Software - Infrastructure
AMO.AX,Ambertech Limited,10017502,0.105,Electronics & Computer Distribution
KBC.AX,Keybridge Capital Limited,9721386,0.047,Asset Management
IGN.AX,Ignite Limited,9841423,0.595,Staffing & Employment Services
BPP.AX,Babylon Pump & Power Limited,9839364,0.0775,Rental & Leasing Services
AXI.AX,Axtec Limited,7500000,0.018,Specialty Industrial Machinery
ITM.AX,iTech Minerals Ltd,7794100,0.041,Other Industrial Metals & Mining
ALV.AX,Alvo Minerals Limited,7041760,0.04,Other Precious Metals & Mining
SPA.AX,Spacetalk Limited,6670052,0.081,Telecom Services
M24.AX,Mamba Exploration Limited,5001040,0.02,Other Industrial Metals & Mining
SFG.AX,Seafarms Group Limited,9733499,0.002,Farm Products
RR1.AX,Reach Resources Limited,9661930,0.01,Gold
DSM.AX,Desert Minerals Limited,9620022,0.37,Gold
LCL.AX,LCL Resources Limited,9612057,0.008,Other Precious Metals & Mining
ECS.AX,ECS Botanics Holdings Ltd,7838370,0.006,Drug Manufacturers - Specialty & Generic
CPO.AX,Culpeo Minerals Limited,6247947,0.012,Copper
ALY.AX,Alchemy Resources Limited,9504610,0.008,Gold
MOH.AX,Moho Resources Limited,6442482,0.009,Other Precious Metals & Mining
EVE.AX,EVE Health Group Limited,6098099,0.027,Packaged Foods
IXC.AX,Invex Therapeutics Ltd,9394231,0.125,Biotechnology
PV1.AX,Provaris Energy Ltd,9894155,0.009,Oil & Gas Exploration & Production
AEI.AX,Aeris Environmental Ltd,9370593,0.038,Pollution & Treatment Controls
MMR.AX,MEC Resources Limited,9359949,0.005,Oil & Gas Exploration & Production
ROG.AX,Red Sky Energy Limited,9333341,0.001,Oil & Gas Exploration & Production
KFM.AX,Kingfisher Mining Limited,7655819,0.089,Other Precious Metals & Mining
INV.AX,InvestSMART Group Limited,11797548,0.083,Financial Conglomerates
RKB.AX,Rokeby Resources Limited,9132806,0.005,Other Industrial Metals & Mining
ICL.AX,Iceni Gold Limited,7217184,0.023,Gold
NGX.AX,NGX Limited,9061184,0.1,Other Industrial Metals & Mining
EV1.AX,Evolution Energy Minerals Limited,4291144,0.011,Other Industrial Metals & Mining
PLC.AX,Premier1 Lithium Limited,3287965,0.009,Other Industrial Metals & Mining
PLCO.AX,Premier1 Lithium Limited,,0.004,Computer Processing and Data Preparation and Processing Services
EPN.AX,Epsilon Healthcare Limited,8949392,0.023,Drug Manufacturers - Specialty & Generic
GED.AX,Golden Deeps Limited,6921189,0.039,Other Industrial Metals & Mining
WSI.AX,WestStar Industrial Limited,8884801,0.069,Engineering & Construction
PPY.AX,Papyrus Australia Limited,8874344,0.014,Packaging & Containers
PFE.AX,Pantera Minerals Limited,8870005,0.018,Other Industrial Metals & Mining
OLY.AX,Olympio Metals Limited,4959550,0.05,Other Industrial Metals & Mining
VRL.AX,Verity Resources Limited,7364432,0.018,Other Industrial Metals & Mining
ODA.AX,Orcoda Limited,8813168,0.047,Integrated Freight & Logistics
APC.AX,APC Minerals Limited,3478902,0.012,Other Industrial Metals & Mining
BTN.AX,Butn Limited,8772016,0.023,Credit Services
MHK.AX,Metal Hawk Limited,8760872,0.071,Other Industrial Metals & Mining
EMA.AX,Eminence Minerals Limited,8715221,0.056,Other Industrial Metals & Mining
EMAO.AX,Eminence Minerals Limited,,0.01,Metal Mining
JAY.AX,Jayride Group Limited,9327335,0.006,Travel Services
ENV.AX,Enova Mining Limited,7105635,0.004,Other Industrial Metals & Mining
GSM.AX,Golden State Mining Limited,4645789,0.018,Gold
CDT.AX,Castle Minerals Limited,5680943,0.05,Gold
H3E.AX,H3 Energy Limited,6876101,0.008,Oil & Gas Exploration & Production
QXR.AX,QX Resources Limited,8634640,0.004,Other Industrial Metals & Mining
NSM.AX,North Stawell Minerals Limited,8592650,0.023,Gold
NAE.AX,New Age Exploration Limited,6163932,0.002,Other Industrial Metals & Mining
TMB.AX,Tambourah Metals Limited,5576527,0.034,Gold
BGT.AX,Bio-Gene Technology Limited,8541711,0.028,Biotechnology
CTN.AX,Catalina Resources Ltd,6408582,0.06,Gold
TMS.AX,Tennant Minerals Limited,6076160,0.008,Other Industrial Metals & Mining
GLE.AX,GLG Corp Ltd,8521500,0.115,Apparel Manufacturing
SRK.AX,Strike Resources Limited,8512500,0.03,Other Industrial Metals & Mining
WOA.AX,Wide Open Agriculture Limited,8507809,0.013,Packaged Foods
AUG.AX,Augustus Minerals Ltd,6865235,0.041,Other Industrial Metals & Mining
MCO.AX,Myeco Group Ltd,9054150,0.015,Packaging & Containers
FOS.AX,FOS Capital Limited,8591810,0.125,Electrical Equipment & Parts
TXR.AX,TalonX Resources Limited,9319969,0.01,Other Industrial Metals & Mining
GAS.AX,State Gas Limited,8369980,0.02,Oil & Gas Exploration & Production
OB1.AX,Orbminco Limited,4096792,0.014,Other Industrial Metals & Mining
ACM.AX,Australian Critical Minerals Limited,6149238,0.055,Other Precious Metals & Mining
ACMOA.AX,Australian Critical Minerals Limited,,0.001,Metal Mining
BSN.AX,Basin Energy Limited,4961190,0.035,Uranium
5GG.AX,Pentanet Limited,7363918,0.017,Telecom Services
T88.AX,Taiton Resources Limited,8222572,0.068,Other Precious Metals & Mining
IG6.AX,International Graphite Limited,8218990,0.04,Other Industrial Metals & Mining
RCR.AX,Rincon Resources Limited,6175535,0.02,Other Precious Metals & Mining
CAN.AX,Cann Group Limited,3533438,0.005,Drug Manufacturers - Specialty & Generic
BIT.AX,Biotron Limited,4928397,0.003,Biotechnology
BITO.AX,Biotron Limited,,0.001,"Biological Products, Except Diagnostic Substances"
FHS.AX,Freehill Mining Limited,8099700,0.002,Other Industrial Metals & Mining
EG1.AX,Evergold Minerals Limited,5183824,0.024,Other Industrial Metals & Mining
BCB.AX,Bowen Coking Coal Limited,8081817,0.075,Coking Coal
USM.AX,Union Star Metals Ltd,7415459,0.014,Gold
AVD.AX,AVADA Group Limited,7983892,0.094,Infrastructure Operations
AUV.AX,Auravelle Metals Limited,10309333,0.014,Gold
GG1.AX,Green & Gold Minerals Limited,9181384,0.13,Gold
EMU.AX,Emu NL,5190486,0.021,Other Industrial Metals & Mining
AN1.AX,Anagenics Limited,3510383,0.008,Household & Personal Products
TOU.AX,Tlou Energy Limited,3895753,0.003,Oil & Gas Exploration & Production
AS2.AX,Askari Metals Limited,4075184,0.01,Other Precious Metals & Mining
LIO.AX,Lion Energy Limited,7686856,0.017,Oil & Gas Exploration & Production
RB6.AX,Rubix Resources Limited,7681250,0.125,Other Precious Metals & Mining
TR8.AX,Tarrina Resources Limited,7669488,0.018,Packaged Foods
H2G.AX,H2G Limited,7646612,0.01,Utilities - Regulated Gas
HIQ.AX,HITIQ Limited,4953460,0.01,Health Information Services
TRP.AX,Tissue Repair Ltd,7558105,0.125,Biotechnology
OM1.AX,Omnia Metals Group Ltd,4616455,0.02,Other Industrial Metals & Mining
SHE.AX,Stonehorse Energy Limited,6844600,0.01,Oil & Gas Exploration & Production
REM.AX,RemSense Technologies Limited,7510520,0.038,Information Technology Services
VAR.AX,Variscan Mines Limited,5401718,0.006,Other Industrial Metals & Mining
SQX.AX,SQX Resources Limited,3274620,0.105,Other Industrial Metals & Mining
TAT.AX,Tartana Minerals Limited,4501856,0.021,Other Industrial Metals & Mining
SLB.AX,Stelar Metals Limited,7425054,0.115,Other Industrial Metals & Mining
KNI.AX,Kuniko Limited,2916324,0.036,Other Industrial Metals & Mining
GDR.AX,Golden Dragon Mining Ltd,7308342,0.165,Other Industrial Metals & Mining
KTA.AX,Krakatoa Resources Limited,4634205,0.006,Gold
CHM.AX,Chimeric Therapeutics Limited,5335603,0.13,Biotechnology
C29.AX,C29 Metals Limited,5748212,0.033,Other Industrial Metals & Mining
VEN.AX,Vintage Energy Limited,7181027,0.003,Oil & Gas Exploration & Production
CNJ.AX,Conico Ltd,364119,0.011,Other Industrial Metals & Mining
CRB.AX,Carbine Resources Limited,7151194,0.006,Other Industrial Metals & Mining
CR3.AX,Core Energy Minerals Ltd,4399416,0.009,Other Industrial Metals & Mining
SLA.AX,Solara Minerals Ltd,7108179,0.12,Copper
10X.AX,Exultant Mining Limited,7480000,0.205,Other Industrial Metals & Mining
SIV.AX,SIV Capital Limited,7102926,0.15,Rental & Leasing Services
AX8.AX,Accelerate Resources Limited,5891380,0.007,Other Industrial Metals & Mining
AMD.AX,Arrow Minerals Limited,7061366,0.007,Other Industrial Metals & Mining
COY.AX,Coppermoly Limited,6178602,0.007,Other Precious Metals & Mining
TON.AX,Triton Minerals Limited,6273555,0.004,Other Industrial Metals & Mining
CGR.AX,CGN Resources Limited,7051084,0.064,Other Industrial Metals & Mining
CCO.AX,The Calmer Co International Limited,5402701,0.002,Packaged Foods
AER.AX,Aeeris Limited,7033397,0.09,Software - Application
CDE.AX,Codeifai Limited,4189479,0.007,Security & Protection Services
SOC.AX,SOCO Corporation Ltd,6967755,0.05,Information Technology Services
PFT.AX,Pure Foods Tasmania Limited,3138149,0.023,Packaged Foods
CMO.AX,Cosmo Metals Limited,3652630,0.01,Other Industrial Metals & Mining
AIV.AX,ActivEX Limited,4125902,0.022,Other Industrial Metals & Mining
IBX.AX,Imagion Biosystems Limited,3092478,0.014,Diagnostics & Research
RON.AX,Ronin Resources Ltd,6863752,0.17,Other Precious Metals & Mining
WHK.AX,WhiteHawk Limited,5518254,0.006,Software - Infrastructure
BEO.AX,Beonic Limited,6712702,0.099,Software - Infrastructure
PGY.AX,Pilot Energy Limited,4712785,0.054,Oil & Gas Exploration & Production
HMI.AX,Hiremii Limited,4858146,0.032,Staffing & Employment Services
WC1.AX,West Cobar Metals Limited,3959211,0.019,Gold
DTM.AX,Dart Mining NL,43985813,0.032,Other Industrial Metals & Mining
HE8.AX,Helios Energy Limited,6697340,0.002,Oil & Gas Exploration & Production
ENT.AX,Enterprise Metals Limited,6669713,0.004,Other Industrial Metals & Mining
BUS.AX,Bubalus Resources Limited,5414283,0.095,Other Industrial Metals & Mining
SP3.AX,Spectur Limited,5245375,0.016,Security & Protection Services
OMG.AX,OMG Group Limited,6624064,0.007,Packaged Foods
KEY.AX,Key Petroleum Limited,6616280,0.17,Oil & Gas Exploration & Production
TEM.AX,Tempest Minerals Limited,6611258,0.006,Other Industrial Metals & Mining
RLG.AX,RooLife Group Ltd,5665487,0.003,Software - Application
RLGO.AX,RooLife Group Ltd,,0.001,Advertising
MGT.AX,Magnetite Mines Limited,3788691,0.029,Other Industrial Metals & Mining
AYT.AX,Austin Metals Limited,4752574,0.003,Other Industrial Metals & Mining
RIE.AX,Riedel Resources Limited,2132200,0.025,Gold
MQR.AX,Marquee Resources Limited,4693752,0.008,Other Industrial Metals & Mining
DM1.AX,Desert Metals Limited,4957400,0.01,Other Industrial Metals & Mining
CAQ.AX,CAQ Holdings Limited,6460076,0.009,Real Estate - Development
ZEU.AX,Zeus Resources Limited,6459576,0.009,Uranium
KNG.AX,Kingsland Minerals Ltd,5123592,0.072,Other Industrial Metals & Mining
CR3O.AX,Core Energy Minerals Ltd,,0.001,Metal Mining
VBS.AX,Vectus Biosystems Limited,6411999,0.12,Biotechnology
MHM.AX,Mount Hope Mining Limited,5688000,0.135,Other Precious Metals & Mining
MHMO.AX,Mount Hope Mining Limited,,0.058,Metal Mining
ALB.AX,Albion Resources Limited,6398250,0.045,Other Industrial Metals & Mining
PLG.AX,Pearl Gull Iron Limited,6340795,0.031,Steel
M2R.AX,Miramar Resources Limited,3382629,0.003,Other Industrial Metals & Mining
WYX.AX,Western Yilgarn NL,6293030,0.04,Other Industrial Metals & Mining
WYXOA.AX,Western Yilgarn NL,,0.017,Metal Mining
ERE.AX,European Resources Limited,6282143,0.012,Other Precious Metals & Mining
C7A.AX,Clara Resources Australia Ltd,1576932,0.003,Other Industrial Metals & Mining
GGE.AX,Grand Gulf Energy Limited,6240840,0.002,Oil & Gas Exploration & Production
INF.AX,Infinity Metals Limited,6233031,0.013,Other Precious Metals & Mining
NOR.AX,Norwood Systems Limited,5230321,0.011,Telecom Services
OKJ.AX,Oakajee Corporation Limited,6218330,0.068,Other Industrial Metals & Mining
EXL.AX,Elixinol Wellness Limited,3261000,0.015,Drug Manufacturers - Specialty & Generic
RNX.AX,Renegade Exploration Limited,6209390,0.003,Other Industrial Metals & Mining
HFY.AX,Hubify Limited,6205064,0.012,Telecom Services
ADC.AX,ACDC Metals Limited,4431007,0.059,Other Industrial Metals & Mining
PR2.AX,Piche Resources Limited,6227406,0.045,Other Industrial Metals & Mining
NSX:SPS.AX,SenterpriSys Limited,,0.04,Prepackaged Software
SMX.AX,Strata Minerals Limited,6102385,0.019,Other Precious Metals
PER.AX,Percheron Therapeutics Limited,4456254,0.004,Drug Manufacturers - Specialty & Generic
FEL.AX,Forte Energy Limited,25833360,0.007,Materials
NME.AX,Nex Metals Explorations Limited,6035081,0.018,Gold
MML.AX,McLaren Minerals Limited,3335204,0.015,Other Industrial Metals & Mining
RPM.AX,RPM Automotive Group Limited,5993301,0.022,Auto Parts
AM5.AX,Antares Metals Limited,3736376,0.007,Other Industrial Metals & Mining
PRO.AX,Prophecy International Holdings Limited,6018970,0.075,Software - Application
ASQ.AX,Australian Silica Quartz Group Ltd.,4869240,0.019,Other Industrial Metals & Mining
CPM.AX,Cooper Metals Limited,4654062,0.061,Other Industrial Metals & Mining
DXN.AX,DXN Limited,5969890,0.019,Information Technology Services
PTL.AX,Prestal Holdings Limited,5966083,0.035,Household & Personal Products
EMT.AX,eMetals Limited,5950000,0.007,Other Industrial Metals & Mining
ZLD.AX,Zelira Therapeutics Limited,5948578,0.5,Biotechnology
X2M.AX,X2M Connect Limited,2452629,0.004,Scientific & Technical Instruments
ADS.AX,Adslot Limited,5912800,0.001,Software - Infrastructure
SPX.AX,Spenda Limited,92886385,0.02,Software - Infrastructure
SLZ.AX,Sultan Resources Limited,2610840,0.01,Other Industrial Metals & Mining
HAL.AX,Halo Technologies Holdings Limited,2696952,0.021,Software - Application
NRX.AX,Noronex Limited,5742572,0.009,Copper
AOK.AX,Australian Oil Company Limited,3756686,0.003,Oil & Gas Exploration & Production
GTG.AX,Genetic Technologies Limited,5671273,0.039,Diagnostics & Research
JNO.AX,Juno Minerals Limited,5858637,0.028,Other Industrial Metals & Mining
AUA.AX,Audeara Limited,5610273,0.031,Consumer Electronics
NX1.AX,Nexalis Therapeutics Limited,5566821,0.022,Biotechnology
RFT.AX,Rectifier Technologies Ltd,5531123,0.004,Electrical Equipment & Parts
AYM.AX,Australia United Mining Limited,5527732,0.003,Gold
IVX.AX,Invion Limited,5527022,0.057,Drug Manufacturers - Specialty & Generic
GES.AX,Genesis Resources Limited,5479889,0.007,Other Industrial Metals & Mining
TSR.AX,Turnstone Resources Ltd,5432210,0.032,Other Industrial Metals & Mining
M3M.AX,M3 Mining Limited,2415700,0.026,Other Precious Metals & Mining
XPN.AX,XPON Technologies Group Limited,4294092,0.011,Software - Infrastructure
BCC.AX,Beam Communications Holdings Limited,5098893,0.059,Communication Equipment
HLX.AX,Helix Resources Limited,5346291,0.001,Other Industrial Metals & Mining
HLXO.AX,Helix Resources Limited,,0.001,Metal Mining
BRY.AX,Barys Resources Limited,5280668,0.001,Other Industrial Metals & Mining
PIM.AX,Pinnacle Minerals Limited,2250045,0.045,Other Industrial Metals & Mining
L1M.AX,Lightning Minerals Ltd,1979059,0.019,Other Industrial Metals & Mining
NPM.AX,NewPeak Metals Limited,4937150,0.015,Gold
ARC.AX,ARC Funds Limited,3851343,0.071,Asset Management
CDR.AX,Codrus Minerals Limited,5168359,0.025,Gold
RAS.AX,Ragusa Minerals Limited,5153168,0.026,Gold
IEQ.AX,International Equities Corporation Limited,5128943,0.039,Lodging
MIO.AX,Macarthur Minerals Limited,8595454,0.027,Other Industrial Metals & Mining
WNX.AX,Wellnex Life Limited,5111876,0.07,Packaged Foods
OZZ.AX,Ozz Resources Limited,5089156,0.055,Gold
PET.AX,Phoslock Environmental Technologies Limited,4995124,0.008,Pollution & Treatment Controls
HRE.AX,Heavy Rare Earths Limited,4992813,0.024,Uranium
PBL.AX,Parabellum Resources Limited,5856200,0.094,Other Industrial Metals & Mining
VFX.AX,Visionflex Group Limited,4936588,0.057,Health Information Services
RDS.AX,Redstone Resources Limited,4177069,0.004,Copper
WRX.AX,Western Ridge Resources Limited,4895026,0.031,Other Precious Metals & Mining
T3D.AX,333D Limited,4634971,0.023,Computer Hardware
CUL.AX,Cullen Resources Limited,4853813,0.007,Other Industrial Metals & Mining
RBX.AX,Resource Base Limited,4837748,0.042,Gold
KNO.AX,Knosys Limited,4106635,0.019,Software - Infrastructure
AVW.AX,Avira Resources Limited,2070000,0.009,Other Precious Metals & Mining
PKD.AX,PARKD Limited,3475021,0.031,Engineering & Construction
ID8.AX,Identitii Limited,4620760,0.005,Software - Application
BUR.AX,Burley Minerals Ltd,4604183,0.025,Other Industrial Metals & Mining
AQC.AX,Australian Pacific Coal Limited,4202806,0.006,Thermal Coal
CLU.AX,Cluey Ltd,3853056,0.011,Education & Training Services
ACR.AX,Acrux Limited,4516694,0.011,Biotechnology
A8G.AX,Australasian Metals Limited,4515399,0.078,Gold
8CO.AX,8common Limited,4481898,0.02,Software - Application
DBO.AX,Diablo Resources Limited,3426289,0.019,Gold
G88.AX,Golden Mile Resources Limited,3776310,0.006,Other Industrial Metals & Mining
ABR.AX,Albright Metals Ltd,3841040,0.003,Other Industrial Metals & Mining
TEG.AX,Triangle Energy (Global) Limited,4445880,0.002,Oil & Gas Exploration & Production
OSX.AX,Osteopore Limited,1880916,0.006,Medical Instruments & Supplies
SRH.AX,Saferoads Holdings Limited,4334650,0.1,Industrial Distribution
HCD.AX,Hydrocarbon Dynamics Limited,4312439,0.003,Specialty Chemicals
EFE.AX,Eastern Resources Limited,4278780,0.033,Other Industrial Metals & Mining
ATT.AX,Altitude Minerals Ltd,4265529,0.011,Other Precious Metals & Mining
LVE.AX,Love Group Global Ltd,4256088,0.105,Internet Content & Information
NSX:IEC.AX,Inner East Community Finance Ltd,,1.65,Commercial Banks
PRM.AX,Prominence Energy Ltd,1035925,0.002,Oil & Gas Exploration & Production
BHD.AX,Benjamin Hornigold Limited,4227167,0.175,Asset Management
RGT.AX,Argent BioPharma Limited,3228826,0.038,Drug Manufacturers - Specialty & Generic
YAR.AX,Yari Minerals Limited,3454325,0.005,Other Industrial Metals & Mining
TML.AX,Timah Resources Limited,3727910,0.042,Utilities - Renewable
AXP.AX,AXP Energy Limited,3008106,0.009,Oil & Gas Exploration & Production
IFG.AX,InFocus Group Holdings Limited,4025774,0.008,Information Technology Services
SRN.AX,Surefire Resources NL,4025609,0.025,Industrial Materials
SRNOE.AX,Surefire Resources NL,,0.001,Metal Mining
FCG.AX,Freedom Care Group Holdings Limited,4007783,0.037,Medical Care Facilities
NSX:DWY.AX,Dawney & Co Limited,,0.16,"Investors, not elsewhere classified"
IMI.AX,Infinity Mining Limited,2961110,0.007,Other Industrial Metals & Mining
DAF.AX,Discovery Alaska Limited,3875395,0.015,Gold
ZMM.AX,Zimi Limited,2351459,0.005,Electrical Equipment & Parts
CGO.AX,CPT Global Limited,3770763,0.09,Information Technology Services
WSR.AX,Westar Resources Limited,2807996,0.007,Gold
EE1.AX,Earths Energy Limited,3751623,0.005,Other Industrial Metals & Mining
NSX:PRL.AX,Province Resources Limited,,0.005,Metal Mining
CTQ.AX,Careteq Limited,3192294,0.013,Health Information Services
DDT.AX,DataDot Technology Limited,4866307,0.004,Security & Protection Services
GLH.AX,Global Health Limited,3645261,0.062,Health Information Services
SBR.AX,Sabre Resources Limited,3005390,0.008,Other Industrial Metals & Mining
NTM.AX,NT Minerals Limited,3632700,0.003,Copper
